departure_date,sales_team,pol,pod,trans_mode,shipment_type,weight_kg,volume_cbm,booking_system,lead_time,cancel_status,final_sort_type,seller_type,gl_product_group_desc,order number
2021-09-05,CN DSR,CNYTN,USORF,OCEAN,LCL,11801.888888888889,57.109777777777786,SC,44.111111111111114,N,Sort,NEW,gl_furniture,9
2021-09-12,CN DSR,CNYTN,USLGB,OCEAN,LCL,8506.811666666666,52.5625,AGL,43.666666666666664,N,Sort,NEW,gl_furniture,6
2021-09-19,CN DSR,CNYTN,USTAC,OCEAN,LCL,10307.842857142856,51.65492857142857,SC,44.285714285714285,N,Sort,NEW,gl_furniture,14
2021-09-26,CN DSR,CNYTN,USSEA,OCEAN,LCL,9532.916666666666,48.69675,SC,48.166666666666664,N,Sort,NEW,gl_furniture,12
2021-10-03,CN DSR,CNYTN,USORF,OCEAN,LCL,9425.71111111111,58.10344444444445,AGL,60.77777777777778,N,Sort,NEW,gl_furniture,9
2021-10-10,CN DSR,CNYTN,USTIW,OCEAN,LCL,11424.714285714286,60.33,AGL,55.0,N,Sort,NEW,gl_furniture,7
2021-10-17,CN DSR,CNYTN,USSEA,OCEAN,LCL,7548.625,60.385999999999996,SC,57.75,N,Sort,NEW,gl_furniture,8
2021-10-24,CN DSR,CNYTN,USSEA,OCEAN,LCL,11048.5,46.436400000000006,AGL,51.8,N,Sort,NEW,gl_furniture,5
2021-10-31,CN DSR,CNYTN,USSEA,OCEAN,LCL,10606.124615384615,47.39284615384615,SC,45.23076923076923,N,Sort,NEW,gl_furniture,13
2021-11-07,CN DSR,CNYTN,USLGB,OCEAN,LCL,6577.8,39.532666666666664,AGL,31.0,N,Sort,NEW,gl_furniture,3
2021-11-14,CN DSR,CNSHA,USLAX,OCEAN,FCL,10250.25,47.75,AGL,27.25,N,Sort,NEW,gl_furniture,4
2021-11-21,CN DSR,CNNGB,USLAX,OCEAN,LCL,7599.0,45.5,AGL,36.0,Y,Sort,NEW,gl_furniture,2
2021-11-28,CN DSR,CNSHA,USLAX,OCEAN,LCL,9275.0,49.912,AGL,24.75,N,Sort,NEW,gl_furniture,4
2021-12-05,CN DSR,CNSHA,USLAX,OCEAN,FCL,8048.0,42.666666666666664,AGL,22.0,N,Sort,NEW,gl_furniture,3
2021-12-12,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0
2021-12-19,CN DSR,CNSZX,GBFXT,OCEAN,LCL,3828.0,17.716,AGL,16.0,N,Sort,NEW,gl_furniture,1
