departure_date,sales_team,pol,pod,trans_mode,shipment_type,weight_kg,volume_cbm,booking_system,lead_time,cancel_status,final_sort_type,seller_type,gl_product_group_desc,order number
2021-07-25,CN DSR,CNYTN,USLGB,OCEAN,LCL,10957.714285714286,53.03385714285714,AGL,37.0,N,Sort,NEW,gl_home_improvement,7
2021-08-01,CN DSR,CNYTN,USLGB,OCEAN,LCL,5167.045,29.748400000000004,SC,38.0,N,Sort,NEW,gl_home_improvement,10
2021-08-08,CN DSR,CNYTN,USSAV,OCEAN,LCL,4625.761,36.8951,SC,38.4,N,Sort,NEW,gl_home_improvement,10
2021-08-15,CN DSR,HKG,USSAV,OCEAN,LCL,8571.866,36.6226,SC,40.0,N,Sort,NEW,gl_home_improvement,5
2021-08-22,CN DSR,CNYTN,USLGB,OCEAN,LCL,9166.269999999999,34.96377777777778,AGL,26.0,N,Sort,NEW,gl_home_improvement,9
2021-08-29,CN DSR,CNYTN,USNYC,OCEAN,LCL,6141.60125,33.600875,SC,39.0,N,Sort,NEW,gl_home_improvement,8
2021-09-05,CN DSR,HKG,USNYC,OCEAN,LCL,4750.014444444444,30.932666666666666,SC,33.0,N,Sort,NEW,gl_home_improvement,9
2021-09-12,US DSR,CNYTN,USNYC,OCEAN,LCL,7896.176363636364,39.11545454545455,SC,55.0,N,Sort,NEW,gl_home_improvement,11
2021-09-19,CN DSR,HKG,USSEA,OCEAN,LCL,6122.725714285714,34.59242857142857,SC,51.714285714285715,N,Sort,NEW,gl_home_improvement,7
2021-09-26,CN DSR,CNYTN,USSEA,OCEAN,LCL,12605.814285714285,57.65371428571429,AGL,46.857142857142854,N,Sort,NEW,gl_home_improvement,7
2021-10-03,CN DSR,HKG,USTIW,OCEAN,LCL,8650.550000000001,36.81675,SC,45.75,N,Sort,NEW,gl_home_improvement,12
2021-10-10,CN DSR,HKG,USNYC,OCEAN,LCL,5571.171428571428,36.478,SC,44.0,N,Sort,NEW,gl_home_improvement,7
2021-10-17,CN DSR,HKG,USLAX,OCEAN,LCL,3934.5,19.198,SC,24.1,N,Sort,NEW,gl_home_improvement,10
2021-10-24,CN DSR,PVG,USNYC,OCEAN,LCL,6468.0813333333335,30.970000000000002,SC,40.53333333333333,N,Sort,NEW,gl_home_improvement,15
2021-10-31,US DSR,SZX,USLGB,OCEAN,LCL,6584.035714285715,36.49771428571428,SC,33.57142857142857,N,Sort,NEW,gl_home_improvement,14
2021-11-07,CN DSR,CNYTN,USOAK,OCEAN,LCL,5829.388461538461,30.81323076923077,SC,38.30769230769231,N,Sort,NEW,gl_home_improvement,13
2021-11-14,CN DSR,HKG,USOAK,OCEAN,LCL,7777.872,38.5582,SC,37.8,N,Sort,NEW,gl_home_improvement,10
2021-11-21,CN DSR,CNXMN,USLGB,OCEAN,LCL,6878.966666666666,29.18877777777778,SC,24.444444444444443,N,Sort,NEW,gl_home_improvement,9
2021-11-28,CN DSR,CNXMN,USLAX,OCEAN,LCL,9298.6,49.660000000000004,SC,23.0,N,Sort,NEW,gl_home_improvement,5
2021-12-05,CN DSR,CAN,FRA,AIR,AIR,721.45,6.56,SC,22.0,N,Sort,Existing,gl_home_improvement,1
2021-12-12,CN DSR,PVG,LHR,AIR,AIR,202.5,0.61,SC,10.0,N,Sort,NEW,gl_home_improvement,1
2021-12-19,CN DSR,SZX,LHR,AIR,AIR,141.0,0.46,SC,9.0,N,Sort,NEW,gl_home_improvement,1
